Item	Page_Lines	Para	Text
138	11.29 - 11.31	(§3.) TITLE 13 § 19-1313.1.(a)	the effectiveness of the fees established in section 19-1305 of this title to reduce regulated air contaminants statewide and within geographic subdivisions of the state; 
139	11.32 - 11.34	(§3.) TITLE 13 § 19-1313.1.(b)	the effectiveness of the policies established under section 19-1311 of this title to reduce regulated air contaminants from mobile sources statewide and within geographic subdivisions of the state; 
140	11.35 - 11.40	(§3.) TITLE 13 § 19-1313.1.(c)	an overview of social benefits from the regulations or other measures established pursuant to this title, including reductions in regulated air contaminants, and other benefits to the economy, environment, and public health, including but not limited to the health of women, youth and children and a detailed analysis of the benefits to disadvantaged communities; 
141	11.41 - 11.41	(§3.) TITLE 13 § 19-1313.1.(d)	an overview of compliance costs for regulated entities; 
142	11.42 - 11.43	(§3.) TITLE 13 § 19-1313.1.(e)	an overview of administrative costs for the authority and other state agencies; 
143	11.44 - 11.45	(§3.) TITLE 13 § 19-1313.1.(f)	whether the fees established in this title are equitable, minimize costs and maximize the total benefits to the state; 
144	11.46 - 11.49	(§3.) TITLE 13 § 19-1313.1.(g)	recommendations as to changes that should be made to any policy promulgated pursuant to this title, including the methodology established under section 19-1303 of this title, and the implementation of the fees established under section 19-1305 of this title; and 
145	11.50 - 11.51	(§3.) TITLE 13 § 19-1313.1.(h)	recommendations for future regulatory actions pertaining to reducing regulated air contaminants from mobile and stationary sources. 
146	11.52 - 11.54	(§3.) TITLE 13 § 19-1313.2.	Before finalizing the report described in subdivision one of this section, the authority shall ensure that there are meaningful opportunities for public participation, including by: 
147	12.1 - 12.3	(§3.) TITLE 13 § 19-1313.2.(a)	allowing at least one hundred twenty days for the submission of public comment, following the date of the publication of a draft report; and 
148	12.4 - 12.7	(§3.) TITLE 13 § 19-1313.2.(b)	holding at least four regional public hearings, including two meetings in the upstate region and two meetings in the downstate region, with emphasis on maximizing participation and accessibility for members of disadvantaged communities. 
149	12.8 - 12.11	(§3.) TITLE 13 § 19-1313.3.	The final report shall be submitted to the governor, the temporary president of the senate, the speaker of the assembly, the minority leader of the senate and the minority leader of the assembly, and shall be posted on the website of the department. 
150	12.12 - 12.13	§ 4.	The executive law is amended by adding a new section 184 to read as follows: 
151	12.14 - 12.22	(§4.) § 184.1.	"Diversion of funds dedicated to climate and community investment to the general fund of the state or to any other purpose, is prohibited. 1. For the purposes of this section, the term ""climate and community investment"" shall mean any public benefit corporation constituting a climate and community investment authority which provides or contracts for the provision of climate and community investment, or a subsidiary thereof, or any county or city which provides or contracts for the provision of, pursuant to title nine-C of the public authorities law. "
152	12.23 - 12.31	(§4.) § 184.2.	The director of the budget shall be prohibited from diverting revenues derived from fees paid by the public into any fund created by law including but not limited to article forty-two of the tax law, article forty-three of the tax law, and article eight-B of the labor law for the purpose of funding climate and community investment into the general fund of the state or into any other fund maintained for the support of another governmental purpose. No diversion of funds can occur contrary to this section by an administrative act of the director of the budget or any other person in the executive branch. 
153	12.32 - 12.36	(§4.) § 184.3.	If any diversion of funds occurs by passage of legislation during a regular or extraordinary session of the legislature, the director of the budget shall create and include with the budget or legislation diverting funds, a diversion impact statement which shall include the following information: 
154	12.37 - 12.38	(§4.) § 184.3.(a)	the amount of the diversion from dedicated climate and community investment funds; 
155	12.39 - 12.39	(§4.) § 184.3.(b)	the amount diverted from each fund; 
156	12.40 - 12.41	(§4.) § 184.3.(c)	the cumulative amount of diversion from dedicated climate and community investment funds during the preceding five years; 
157	12.42 - 12.42	(§4.) § 184.3.(d)	the date or dates when the diversion is to occur; and 
158	12.43 - 12.47	(§4.) § 184.3.(e)	a detailed estimate of the impact of diversion from dedicated climate and community investment, including any impact on climate infrastructure development, just transition, worker and community assurance, energy rebates, maintenance, security, and the current capital program. 
159	12.48 - 12.53	(§4.) § 184.4.	The state comptroller shall report on the receipt of all funds collected pursuant to the climate and community investment act in existing cash basis reports, and the spending of any fund collected or spent pursuant to such act by the authority in its existing transparency report as well as if consideration is given to moving such funds on or off budget. 
160	12.54 - 12.55	§ 5.	The labor law is amended by adding a new article 8-B to read as follows: 
161	13.1 - 13.3	(§5.) ARTICLE 8-B	RESPONSIBLE CONTRACTING, LABOR AND JOB STANDARDS AND WORKER PROTECTION 
162	13.4 - 13.4	(§5.) ARTICLE 8-B § 228.	Definitions. 
163	13.5 - 13.5	(§5.) ARTICLE 8-B § 228.229.	Labor and project performance standards. 
164	13.6 - 13.9	(§5.) ARTICLE 8-B § 228.229-a.	Best value requirements for the solicitation, evaluation and award of renewable energy projects, energy efficiency projects and other construction projects undertaken with support from the authority or receiving state assistance. 
165	13.10 - 13.11	(§5.) ARTICLE 8-B § 228.229-b.	Best value requirements for all work other than construction. 
166	13.12 - 13.13	(§5.) ARTICLE 8-B § 228.	Definitions. For the purposes of this title, the following terms shall have the following meanings: 
167	13.14 - 13.14	(§5.) ARTICLE 8-B § 228.1.	"""The Act"" shall mean the ""climate and community investment act"". "
168	13.15 - 13.16	(§5.) ARTICLE 8-B § 228.2.	"""The authority"" shall mean the climate and community investment authority created under the public authorities law. "
